ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	発表ﾌﾟﾚﾐｱﾑ	売却側企業 営業利益(損失)	買収側企業 営業利益(損失)	ﾀｰｹﾞｯﾄ企業 営業利益(損失)	買収側企業 内部留保率	買収側企業 利付き負債(米国以外)	買収側企業 利子負担率	買収側企業 有利子負債	買収側企業 流動負債/総資本	買収側企業 現金比率	買収側企業 総負債/自己資本	買収側企業 財務ﾚﾊﾞﾚｯｼﾞ	ﾀｰｹﾞｯﾄ企業 内部留保率	ﾀｰｹﾞｯﾄ企業 利付き負債(米国以外)	ﾀｰｹﾞｯﾄ企業 利子負担率	ﾀｰｹﾞｯﾄ企業 有利子負債	ﾀｰｹﾞｯﾄ企業 流動負債/総資本	ﾀｰｹﾞｯﾄ企業 現金比率	ﾀｰｹﾞｯﾄ企業 総負債/自己資本	ﾀｰｹﾞｯﾄ企業 財務ﾚﾊﾞﾚｯｼﾞ
メガロス	野村不動産ホールディングス		3.66	0.24		720.058	2.56381	64.2116		89.4635		14.0177	0.265946	228.301	3.27472								
日本化繊	ソトー		3.66			-5.98906				100.395		7.57058	2.26273	20.5935	1.1979								
丸浜南部センター	横浜魚類		3.65			0.106736		69.7348		97.7618		41.6102	0.325948	117.707	2.24315								
シィ･エイ･ティ	ＩＤホールディングス		3.65			12.9506		22.7176		98.5772		37.1279	0.804409	78.8663	1.77374								
寿司業態29店舗及び販売事業	大庄	Sushi Iwa KK	3.65			-55.5613				101.286		30.6214	0.638933	215.313	2.7841								
ジェイフラッツ天神東Ⅰ	積水ﾊｳｽ・ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	エム･ティー･ファースト	3.65			53.1894		0.856388		84.7037			0.37943	107.431	2.12095								
介護老人保健施設みやこ	トラストホールディングス	建歯会	3.65			-0.0981518				74.0377		48.2579	0.525024	1129.62	12.6206								
JAPAN 3D DEVICES	ミネベアミツミ		3.65			480.58		62.1636		95.4371		35.3995	0.478578	115.878	2.17767								
エスケーサービス	ビックカメラ		3.64			170.14		69.8779		98.3887		38.1963	0.627764	191.088	3.29671								
幸手工場	高田製薬	京樽	3.64																				
まんだらけ名古屋店	光	まんだらけ	3.64		2.38647																		
リバティハウス	SEﾎｰﾙﾃﾞｨﾝｸﾞｽ･ｱﾝﾄﾞ･ｲﾝｷｭﾍﾞｰｼｮﾝｽﾞ	バリュー・リンク	3.64			8.7162		92.3211		99.1568		32.1682	1.02855	83.3122	1.85042								
IIF長野ネットワークセンター	産業ファンド投資法人	ＫＲＦ１７合同会社	3.64			140.113				90.3105			2.16714	114.305	2.1715								
ｲﾝﾀｰﾈｯﾄ・ｻｰﾋﾞｽ・ﾊﾟｰﾄﾅｰｽﾞ	横河キューアンドエー	ピーシーデポコーポレーション	3.64		27.29																		
土地及び建物	放電精密加工研究所	タイセイ	3.64			-5.2562				101.829		33.9312	0.290779	236.147	2.84245								
Web Crew Agency Inc	Ｅストアー	ＮＦＣホールディングス	3.64		28.1673	8.55409		66.7841		99.1608		52.0332	1.08885	267.125	3.87313								
Land & building in Nagoya	Unnamed Buyer	イチケン	3.64		44.8828																		
プレミア証券	オウケイウェイヴ		3.64			-4.8523		91.3133		98.8028		29.5086	3.25334	67.1829	2.26895								
土地及び建物	森下仁丹	よつ葉乳業	3.64			2.10358		26.2136		96.6543		14.3569	1.30328	40.621	1.42133								
複写印刷事業	トライサクセス	フォーバルテレコム	3.63		7.9855																		
小津本館ビル１階	小津商店	小津産業	3.63		8.17476																		
文具館沖浜店	アクサスホールディングス	ノヴィル株式会社	3.63			3.47465		56.1984		74.4289		64.87	0.337769	816.226	9.17642								
プライムスタイル	オーベン		3.63			-3.95727				100.003		3.61587	3.82473	93.4145	1.18406								
アップトゥーミー	システムソフト		3.63			-2.32843				98.2575		8.39874	4.78436	26.0983	1.22002								
土地及び建物	サントリーMONOZUKURIエキスパート	ユニカフェ	3.62		-2.95552																		
チューゲキ	伏木海陸運送	"プライベート･インベスター,オクシン,山口"	3.62			4.28797		76.8325		92.0388		16.8275	0.625869	124.195	2.36938								
倉元マシナリー	シンメイ	倉元製作所	3.62		-2.94717																		
Taiyo Reito KK	マルハ		3.62			104.607		52.041				57.8425	0.0761817	1050.88	13.3332								
GMOイノベーターズ	ＧＭＯインターネット		3.62			261.36		67.0362		98.862		87.1842	0.244649	1903.77	18.5215								
アウルス	エン・ジャパン		3.62			73.3047		50.0286				17.7086	3.43886	26.8547	1.32471								
ケイシステックニジューサン	瀧上工業		3.62			8.13135		76.3948				8.66081	2.74848	21.0475	1.2129								
セッション	ＬＤＨ		3.62							100.404													
Harajuku Secondo property	Unnamed Buyer	ｽﾀｰﾋﾙ･ｸﾞﾛｰﾊﾞﾙREIT	3.61		85.6582																		
エムケーミクスト	エムケー精工	竹内製作所	3.61		124.701	14.223		77.7082		96.19		40.7852	0.339208	110.147	2.1387								
日本構研システムズ	ＣＩＪ		3.61			13.0239		58.9898		99.9263		19.0049	2.92432	24.0193	1.23089								
AiChu Co	タカラ		3.61							103.379													
パナッシュ	東西キャピタル	クオンタムソリューションズ	3.61		-3.57226													100.763		129.442	0.0407023	-361.622	
ＭＡＧねっとホールディングス	Venus Fund Holdings	ＣＳＫ	3.61		81.9673		-0.650256																
Suzuki Seisakusho KK	ミューチュアル		3.61			11.7636		82.7551		99.943		28.5759	1.45957	45.0144	1.5702								
サンコウ電子	アマダ		3.6			251.911		43.8268		93.6943		15.2733	1.19278	23.818	1.2707								
NYK Logistics China Co Ltd	郵船ロジスティクス	日本郵船	3.6		674.817	39.0739				57.8642		35.909	0.412542	144.924	2.86676								
Suzuken Construction Co	日本土建	スズケン	3.6		86.3696					83.2776													
Machino-Auto-Parts Co Ltd	ショーワ	"本田技研工業,Danang Equipment & Spareparts JSC"	3.6			205.234		85.511		90.9832		27.0607	0.829516	58.2099	1.76385								
JSP Plastics Dongguan Co Ltd	ジェイエスピー		3.6			48.9107		50.6132		97.5244		24.2342	0.564956	52.7246	1.5714								
エイチエージー	シーエスロジネット	音通	3.6		2.52013	-0.416747				114.727		46.0459	0.475646	137.342	2.16609								
"アイコート中井,アイコート西落合"	トライアンフコーポレーション	有限会社中央宅建	3.6			-0.1199		100		144.488		26.11	1.03484	1181.21	11.2672								
パピヨンプラザの既存建物	大和ハウス工業	フロンティア不動産投資法人	3.6		106.605	3368.76		61.0962		96.7884		25.3086	0.330454	172.155	2.7174								
Seino Engineering KK	セイノーホールディングス		3.59			231.677		69.6519		98.6774		16.5107	0.916265	59.5366	1.57798								
エー･アイ･プロパティーズ	ﾜｲｽﾞﾃｰﾌﾞﾙｺｰﾎﾟﾚｰｼｮﾝ	マーチャント・バンカーズ	3.59		2.07448	-17.9903				104.653		90.6851	0.276926	-546.021									
土地及び建物	ファントムプロジェクト	フード・プラネット	3.59		-5.27974																		
ワールドプランニング	ヴィア・ホールディングス		3.59			-24.8185				103.804		130.572	0.042323	-332.306									
クレイズカンパニー	ケイブ		3.58			-2.1247				100.174		14.971	4.25754	34.8138	1.30192								
物販事業	ADエージェンシー	ジパング	3.58		-2.35481																		
ブロードバンド回線取次ぎ代理店開拓事業	光通信	株式会社パイオン	3.58		28.9745	653.309		61.693				29.8136	0.873441	210.402	3.28173								
コスメックス	メディカル・データ・ビジョン	ヒップ	3.58		2.43452	10.7418		79.7302		100		20.6695	2.90395	28.8995	1.26952								
ウィルコム	ソフトバンクグループ	アドバンテッジパートナーズ	3.58			76714.2		98.1258		95.1571		28.1767	0.525936	347.819	5.48523								
大阪第一食糧	伊藤忠商事		3.58			2211.31		67.3624		95.7213		31.799	0.155839	220.373	3.50083								
SRホールディングス	日本坩堝		3.58			0.560044		65.0551		88.1424		32.2303	0.654661	117.9	2.24543								
グランカーサ元麻布	Unnamed Buyer	大和証券リビング投資法人	3.58		72.2555																		
ディスカウントストア事業/マックスバリュ中部	イオン	マックスバリュ中部	3.58		28.4092	1421.84				80.466		59.9104	0.277336	1000.7	11.0613								
目黒雅叙園	ワタベウェディング	ﾛｰﾝ･ｽﾀｰ･ｸﾞﾛｰﾊﾞﾙ･ｱｸｲｼﾞｯｼｮﾝｽﾞ	3.57			-102.912						93.5815	0.377784	-3113.09	5.19615			124.346					
東和織物	東レ		3.57	5.68		527.113		68.5286		91.3438		23.9177	0.355882	123.324	2.37151								
貝塚工場	Unnamed Buyer	ナガオカ	3.57		7.60358																		
土地及び建物	Unnamed Buyer	和田興産	3.57		25.8499																		
オールアバウトライフワークス	オールアバウト		3.57			8.58251		81.1006		100		36.8493	0.984173	64.8655	1.64197								
名工商事	名工建設		3.57			59.4003		83.3333		98.9729		31.4434	0.749607	70.6468	1.73463								
Jibe Mobile	エムティーアイ		3.57			23.2568				106.652		15.6043	2.80152	46.3134	1.46081								
マスト井尻	積水ハウス・リート投資法人	積水ハウス	3.57		1755.35	148.214				90.5904			0.253366	94.4548	1.93969								
Land & Bldg/Nagoya	Unnamed Buyer	クロスプラス	3.56		20.215																		
フレスコ	ケイアイスター不動産		3.56			118.496		74.0252		96.077		61.2891	0.448761	329.798	4.70356								
JITSUBO	そーせいグループ		3.56			8.69543		100		73.3366		3.90375	13.403	45.9785	1.36621								
三和興行	東宝		3.55			211.946		57.598		99.9171		8.33108	3.15613	22.5621	1.28261								
Land & property in Sapporo	シダー	ティ・エム・メディカル	3.55			7.63139		82.4289		46.8454		33.8923	0.124453	1115.54	13.1178								
インテグレーションサービス部門	アクロディア	ＫＬａｂ	3.55		20.1408	-4.80495				100.91		18.8982	2.77187	87.917	1.7615								
賃貸事務所	Unnamed Buyer	国際航業	3.55																				
ビッグワン	ストリーム		3.55			6.22611		100		96.0511		53.8563	0.426294	161.137	2.84892			149.404					
イチタン	ＳＵＢＡＲＵ		3.55	13.67		967.724		43.84				25.6511	1.29763	91.427	1.92104				2439.89			467.253	6.12362
Ｊトラスト	イビサ		3.55				-26.939																
フードリーム	ヴィア・ホールディングス	森永製菓	3.55		180.757	-24.8185				103.804		130.572	0.042323	-332.306									
アスク	シー・ヴイ・エス・ベイエリア		3.55			-5.16474				103.254		25.1777	0.731884	182.516	2.51811								
ＡＰホールディングス	日本創発グループ		3.54			-4.37583				92.2778		65.0002	0.359551	440.246	5.31264								
和興	タカラトミー		3.54			66.777		69.4455		97.6844		28.6524	1.50287	111.094	2.02218								
ポータル	ネクステック		3.54			-3.38359				107.416		91.1163	0.396251	-901.554									
ラナシカさくら	シダー	大和ハウス工業	3.54		3368.76	7.63139		82.4289		46.8454		33.8923	0.124453	1115.54	13.1178								
東海精機	豊田自動織機		3.54			1114.61		65.932		96.5838		18.2694	0.503315	98.3127	2.07647								
レイクメディカル	クオールホールディングス		3.54			69.4655		68.6776		98.6369		38.4892	0.507014	142.697	2.49079								
ブックセンター/メディアデポ　店舗	ゲオホールディングス	タカヨシ	3.54			40.6662						24.1773	1.26383	132.575	2.12462								
かもめ	ＩＢＪ		3.54			15.1819		65.0066		99.063		49.4254	0.864957	156.288	2.46166								
ミシン糸事業	フジックス	東洋紡	3.53		251.459	0.902457		30.0083				5.35514	4.63445	15.2189	1.24756								
日本電産ニッシン	日本電産サンキョー		3.53			79.0085		43.4395		99.7542		15.48	0.749723	19.7916	1.23924								
エム・エルエンジニアリング	カワタ	堺商事	3.53		8.10251	4.77493		28.3631		91.7093		32.1213	0.99263	98.6807	2.04752			168.988		17.7998	1.53378	21.9363	1.19438
プロジェ・ホールディングス	ﾍｷｻｺﾞﾝｷｬﾋﾟﾀﾙﾊﾟｰﾄﾅｰｽﾞ		3.53	3.45			0.815283																
大正堂/滋賀	東邦ホールディングス		3.53			40.5907		57.6268		99.1578		55.1416	0.24666	187.77	2.89062								
Arrow Human Resources Co	メイツ	千代田化工建設	3.53		66.1733																		
富士根産業	アルコニックス		3.53			53.0235		63.2168		93.7845		52.7397	0.34672	243.968	3.38715								
有限会社コンビメディカル	ソフィアホールディングス		3.53			6.89552		100		94.5074		39.9747	0.615421	521.159	7.72341								
ユニプラ	オイレス工業		3.53			29.6011		49.6238		99.6373		13.5831	1.96822	29.3197	1.32525								
伸和企画	インパクトホールディングス		3.52			9.64969				95.3137		35.8826	1.35253	221.028	3.32964								
ネットワークエンジニア人材派遣および関連事業	夢テクノロジー	エグゼコミュニケーションズ	3.52			4.00461		5.51139		99.3056		27.9799	1.60161	72.9998	1.61613								
Haneda Hotel Kaishatsu GK	スターアジア不動産投資法人	みずほフィナンシャルグループ	3.52		5059.09	49.0963		63.0219		95.9426			0.114475	100.91	2.03212								
"プロシード箱崎宮Ⅱ,プロシード箱崎宮Ⅰ,プロシード那珂川"	Unnamed Buyer	スターツプロシード投資法人	3.52		25.0051																		
ジーニック	オプテックスグループ	日本板硝子	3.52		-72.4841	19.6584		22.2939				24.1	1.29437	45.2678	1.4059								
スプラシア	博展		3.52			-5.54296				96.8995		69.9748	0.647141	356.76	3.9576								
イリーゼ狛江・別邸	日本ヘルスケア投資法人	合同会社ＤＡヘルスケア２	3.52			5.14707				92.1446			0.386772	104.999	2.04325								
ハピライズ	ＩＢＪ	ＺＫホールディングス	3.52			15.1819		65.0066		99.063		49.4254	0.864957	156.288	2.46166								
Branche Koenji/Tokyo	Unnamed Buyer	ｼﾞｬﾊﾟﾝ･ﾚｼﾞﾃﾞﾝｼｬﾙ･ｲﾝﾍﾞｽﾄﾒﾝﾄ	3.51		15.872																		
MIUMIU神戸	投資法人みらい	ﾌﾟﾗﾀﾞ	3.51		22.9043	42.0557		0.0181332		91.5186			0.63063	111.091	2.1337								
イン･アウト	サトーホールディングス	シルバーオックス	3.51		-2.01834	55.1554		81.7733		98.6197		33.8371	0.893182	85.5016	2.00176								
アルファフーズ	エヌ・デーソフトウェア	"プライベート･インベスター,JAICシードキャピタル"	3.51			17.1034		88.9424		99.6801		24.9191	1.76174	97.4459	1.98258	100		78.613		16.1593	2.21781	100.067	1.98458
ホットリンク	デジタルホールディングス		3.51			30.3591	-0.241832	79.3067		99.8643		27.4785	2.48337	100.705	2.27028								
Shikunshi KK	ヤマノホールディングス	イタリヤード	3.51		-9.37277	3.13009				82.5562		71.0699	0.700927	990.043	8.08539								
リッテル	ＬＩＦＵＬＬ		3.51			23.1678		40.4565		90.4065		28.9518	0.996673	64.7013	1.49881								
ヒダカ電器商会	ケーズホールディングス		3.51			488.041		78.4685		99.1201		24.8398	0.263346	55.4078	1.54883			104.5			0.0372675		
T&S Enterprises London Ltd	ＪＦＬＡホールディングス	ＳＡＫＥアソシエイツ	3.5			-11.1816	-0.37939			183.432		54.2591	0.206715	454.669	5.2036								
窯業系外装材事業	大建工業	ニチハ	3.5		113.471	82.8133		67.5801		98.3464		38.2236	0.264313	140.767	2.77167								
Cradle Shitenoji	Unnamed Buyer	ｼﾞｬﾊﾟﾝ･ﾚｼﾞﾃﾞﾝｼｬﾙ･ｲﾝﾍﾞｽﾄﾒﾝﾄ	3.5		15.872																		
マルチビッツ	複数買収者	ミスミグループ本社	3.5		256.571																		
アーバンステージ南浦和	野村不動産ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人		3.5			33.7822		0.317942		78.26				125.289	2.24267								
商業テナントビル/甲府	武蔵野興業	甲府武蔵野映画劇場	3.49			0.673789				101.588		6.17825	2.23037	73.9204	1.7128								
店舗１店	ホームズ	ＳＲＳホールディングス	3.49		-35.874																		
日本保証	Ｊトラスト		3.49			-26.939					2439.89			467.253	6.12362								
Japan Kumagegun PV Plant	Iwamura Jyuken Co Ltd	江蘇愛康科技	3.49		10.1535																		
アイカム	システムズ・デザイン		3.49			2.00406		73.5962				22.1236	1.97589	46.161	1.45019								
ＷＷＢ	Ａｂａｌａｎｃｅ		3.49			12.7832		83.4264		79.771		66.5482	0.128643	861.184	8.85519								
eTen Inc	スカパーＪＳＡＴ	スペースシャワーネットワーク	3.49		-4.27486					100.806													
Land and Building in Nagano Prefecture	長野県	長野日本無線	3.49		1.98642																		
ア・イセレモニー	木下	アイ・ケイ・ケイ	3.49		-37.0162																		
イデアコンサルティング	富士ソフト	ＭＲＶソリューションズ	3.49			149.659		81.3951		99.6195		29.3135	0.644791	83.1234	1.90549	100				50.0737	0.0695496	930.793	11.7616
横浜松坂屋	大丸松坂屋百貨店		3.48	-16.49			1.53405			95.2627													
土地及び建物	Global Cast KK	わかもと製薬	3.48		-7.1215																		
スカイハイツ平針	Unnamed Buyer	日本ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	3.48		57.0697																		
東洋ﾊｳｼﾞﾝｸﾞ管理	エムティジェネックス	森トラスト	3.48			2.91724		81.0707		99.6602		16.8481	1.99995	37.2809	1.3834								
株式会社トライエース	エヌジェイホールディングス		3.48			2.07358				86.9727		30.6348	0.708792	81.9964	1.99584			101.845		777.805	0.00236814	-110.501	2.29425
デザインエクスチェンジ	クリーク・アンド・リバー社		3.47	7.97		23.1106	-2.88847	77.945		99.8169		36.6899	1.25303	76.4036	1.86043								
大和精工	ユーシン	アンセイ	3.47			57.5505				153.641		57.768	0.320379	360.878	4.56914								
バーサタイル	ネクスグループ	フィスコ	3.47		0.577759	-5.79265				117.63		45.7691	0.463551	3359.56	6.97965								
2次元CADシステム事業	アルゴグラフィックス	IBM	3.47		6160	53.1949		67.0502		100		22.6798	1.89914	46.2779	1.54483								
マウス	ＣＩＪ		3.47			13.0239		58.9898		99.9263		19.0049	2.92432	24.0193	1.23089								
Land for Kanto branch office	Saitama Subaru Motors Co	佐田建設	3.47		9.48971																		
リアルマーケティング	株式会社パイオン	"ＳＢＩホールディングス,SBIﾌﾞﾛｰﾄﾞﾊﾞﾝﾄﾞﾌｧﾝﾄﾞ1号投資事業有限責任組合,SBIﾋﾞｰﾋﾞｰ･ﾓﾊﾞｲﾙ投資事業有限責任組合,SBIﾋﾞｰﾋﾞｰ･ﾒﾃﾞｨｱ投資事業有限責任組合,SBIブロードバンドキャピタル"	3.47			28.9745		97.8513		97.1615		60.7222	0.119309	167.586	3.2555								
和歌山レアアース	複数買収者	新日本電工	3.47		50.917																		
ｷﾃｨﾗｲﾂ&ｴﾝﾀｰﾃｲﾝﾒﾝﾄ	ＹＯＺＡＮ		3.47							101.463													
フーディアム･インターナショナル	直信	ＪＦＬＡホールディングス	3.47		-11.1816																		
マックスバリュ北東北	イオン東北		3.47			7.63435		100		95.3608		65.9028	0.0529399	-12194.7									
トランセア	小僧寿し	ＪＦＬＡホールディングス	3.46		-11.1816	0.535912		100		94.4715		54.4688	0.144845	450.887	9.81232								
10店舗	菅田	末栄	3.46													53.7037	2495.48		1691.67			1804.06	19.0949
長崎銀行	西日本シティ銀行		3.46			215.822	1.24183	76.246	92533.6		40783.8			1981.51	20.4502								
Alpha Design Co Ltd	ミマキエンジニアリング		3.46			-4.80912				90.9859		49.1141	0.434127	213.738	3.27431								
せんげん台店舗	Ｔ－ＮＥＴ	安楽亭	3.45		-12.6335																		
マイニング事業にかかるハードウェア375セット	クオンタムソリューションズ	クオンタムドライブ	3.45			-3.57226				100.056		3.43003	22.8602	50.2128	1.22866	94.9258		98.5407		46.3815	0.175711	221.051	3.54364
川本産業	エア・ウォーター		3.45			461.694	12.3194	63.245		95.7295		25.8009	0.184654	154.957	2.64793								
プロスペクト下鴨	ﾌﾟﾛｽﾍﾟｸﾄ･ﾘｰﾄ投資法人	倶蘭堂ビル	3.45			10.8668		0.00678054		44.0542				105.535	2.05349								
土地及び建物	ＴＳＩホールディングス	日本基礎技術	3.45		5.36737	-111.822		100		99.1916		23.2131	1.3865	59.3135	1.64267								
ユーティライズ･パーキング	ダイヨシトラスト	ユーティライズ	3.45			8.01152		80.1815		84.9482		10.453	0.827831	331.442	4.27558								
レジディア経堂	Unnamed Buyer	アドバンス・レジデンス投資法人	3.45		155.581																		
旭川グランドホテル	大和証券グループ本社	日本製紙	3.45		397.654	939.887		49.3985			185413			1825.24	19.4883								
GMOサーチテリア	ＧＭＯアドパートナーズ		3.44			3.42395		49.5745		99.9992		48.9451	0.860519	121.733	2.24506								
生コンクリート製造・販売事業	ODA KK	デイ・シイ	3.44		9.01188																		
天幸総建	公共建物		3.44																				
フォー・リンク・システムズ	ネクステック		3.44			-3.38359				107.416		91.1163	0.396251	-901.554									
ラド観光	アドベンチャー		3.44			9.23443		91.0141		90.4385		41.3397	1.21791	427.824	7.65115								
翔　南浦和	大和証券リビング投資法人		3.43			72.2555		16.6442		91.8557			0.356909	105.276	2.07037	100		61.4035		79.1609	0.0882148	539.362	6.56007
日興酸素	大陽東洋酸素		3.43	-2.49		39.1211	-0.0574859	62.3032				35.4598	0.188658	157.375	2.54461			100.777		30.8008	0.695281	54.8444	1.54389
ローヤル電機	小田原エンジニアリング		3.43	-1.02		5.36631	-0.47648	73.9191		99.6169		41.979	0.602962	77.4921	1.64486								
ＤＡＤ	ダイキアクシス		3.43			9.79203		36.615		96.9419		57.1625	0.49729	263.915	3.90124								
ダイナシステム	ワークスアプリケーションズ		3.43							97.5286													
アイスポット	アイスタイル		3.42			-5.67308		100		89.8551		26.4493	1.37698	177.44	3.50155								
辰村道路	ＮＩＰＰＯ	南海辰村建設	3.42		16.1306	421.632		69.3382		99.7881		28.7365	0.910176	50.7489	1.53735								
Measurement Equipment business	Taiwan Instrument Co	ＨＯＹＡ	3.41		1500.47													54.7794		81.739	0.040675	1011.44	
Riem Becker SAS	ＪＦＬＡホールディングス	Kyushu Kogen Bokujo KK	3.41			-11.1816	0.123033			183.432		54.2591	0.206715	454.669	5.2036								
合同会社280blocker	トビラシステムズ		3.41			4.63637		65.2046		99.9704		17.535	4.21619	22.3334	1.2598								
ＩＨＩ造船化工機	ＩＨＩ		3.41			263.759		100				41.7258	0.157908	500.439	6.37223			116.03					
三光ソフランホールディングス	パイン		3.41																				
スカイ･エー	朝日放送グループホールディングス		3.4			25.4128				97.9605		12.6907	1.84933	74.7759	1.7816								
グラビティ	藤和		3.4																				
コンクリートポンプ関連事業	日工	三菱重工業	3.4		266.58	21.715		39.5293		98.3142		29.6076	0.866348	54.8764	1.52969								
ＴＷレストランツ	イモラ･プロパティー	ワールド・ロジ	3.4		-11.7847																		
製鐵運輸	日本製鉄	日本通運	3.4		736.726	-476.401				91.3944		23.3872	0.267363	160.962	2.78045								
中西保太郎商店	越智産業		3.4							74.1937													
アクディア	ＲＩＺＡＰグループ		3.4			11.7065		100		55.3514		45.215	0.467488	444.749	6.40877								
プラスアルファ	手間いらず		3.4			10.7476		76.9345		100		6.59857	14.1619	7.06474	1.08466								
Land in Hyogo Prefecture-I	Shinko Eisei Corp	日本ゼニスパイプ	3.4																				
コンタクトレンズ販売事業	日本オプティカル	協和コンタクト	3.39							108.973													
スワン商事	三洋工業		3.39			12.414		77.0204		99.8542		32.3346	0.710381	52.622	1.59613								
日邦アミューズメント	山崎屋	日邦産業	3.39		5.99003																		
SJメディカル	ノーザ	ＣＡＩＣＡ	3.39		-6.32158													314.292					
倉敷機械	倉敷紡績		3.38	2.86		30.2426		43.8207		96.2261		27.7481	0.467373	80.7548	1.84214								
旭工業	日阪製作所	マーチャント・バンカーズ	3.38		2.07448	13.2913		30.5281		99.9314		14.273	1.62422	22.3005	1.21035								
Lunascape Corp	メディアドゥ		3.38			25.1537		78.8018		98.6645		58.8719	0.499626	256.009	4.30237								
ラナシカまつもと弐番館	シダー	大和ハウス工業	3.38		3368.76	7.63139		82.4289		46.8454		33.8923	0.124453	1115.54	13.1178								
テクノミックス	アクリート		3.37			3.2272		76.8749		100		21.0324	3.61031	26.6342	1.2418								
ＮＴ販売	新光商事	トーキン	3.37			14.5553				97.6785		28.2831	0.851431	46.555	1.47462								
安楽亭/柏明原店	エイビス	安楽亭	3.37		-12.6335																		
ティーツーアイエンターテイメント	タカラトミー	インデックス	3.37		17.4738	66.777		69.4455		97.6844		28.6524	1.50287	111.094	2.02218								
大浜運輸	遠州トラック		3.37			29.6011		76.9571		98.9852		22.8251	0.74316	76.0121	1.7901								
Tech Estate Co Ltd	複数買収者	東洋エンジニアリング	3.37		15.2345																		
エム・ピー・ビー	東京リスマチック		3.37			1.51551		56.2712		88.3627		50.8857	0.249589	230.323	2.94862								
ﾚｷｼﾝﾄﾝ･ｽｸｴｱ新町	Unnamed Buyer	インヴィンシブル投資法人	3.36		-13.6859																		
エヌ・エイチ・シー・フィフティーン	エアトリ	ニューホライズンキャピタル	3.36			-83.4281				103.872		52.3701	0.989643	978.417	4.54641								
オルタス	スカラ		3.36			2.06951				80.4433		24.1606	1.99712	97.0127	2.57565								
法人向け携帯電話販売事業	光通信	株式会社パイオン	3.36		28.9745	653.309		61.693				29.8136	0.873441	210.402	3.28173								
ZACC KK	メディロム		3.36																				
Time Intermedia Corp	バーチャレクス・ホールディングス		3.36			1.5549		100		98.1215		51.5576	0.336271	366.871	4.95526								
リリーフサイン	S Front Co Ltd	ホットリンク	3.35		-0.241832																		
シーアイアグロ	シーアイ化成	伊藤忠商事	3.35		2211.31					120.822													
Roadside Restaurant Business	タスコシステム	西洋フードシステムズ	3.35			-8.42042				107.366		49.949	0.194829	833.071									
"アークフロント,株式会社ベストアンサー,デライト・コミュニケーションズ"	ピーアークホールディングス	インタライフホールディングス	3.35		1.73227																		
ヒューマンベース	ヒューマンクリエイションホールディングス		3.35			2.8173		100		98.9148		45.9986	0.686607	191.267	3.19909								
関西エレベーター	アルデプロ		3.35			27.7355		78.673		94.3693		39.4398	0.324921	120.579	2.49801								
Sun Matech business	フェロー	新晃工業	3.35		61.9284																		
ひのや	マキヤ		3.35			21.7494		85.7446		99.0094		36.1205	0.243853	110.861	2.14923								
シナジーボックス	ビーマップ	ＬＤＨ	3.34			0.443272		100		88.8182		27.0896	1.53028	41.5399	1.42096								
Electrical Safety Equipment Huizhou Co Ltd	内橋エステック	タムラ製作所	3.34		18.5738																		
ソフィアシステムズ	黒田電気	ソフィアホールディングス	3.34		6.89552	65.5672		26.218		98.5886		31.2325	0.79156	52.6549	1.5568								
Yakuo KK	アスティス		3.34							128.302													
ゴルフパートナー	ゼビオホールディングス		3.34	7.01		26.1014	2.12781			98.4253		33.6381	0.633273	78.3461	1.67173	100				56.8334	0.073258	269.935	3.6774
南港かもめセンター	大和鋼業	清和中央ホールディングス	3.34		1.52889																		
イーピクチャーズ	アールビバン		3.34			14.8034		45.6182		96.2034		44.5311	0.284396	107.988	2.12415								
だいもん	関門海		3.33			-5.09882				117.164		75.7909	0.416474	1215.62	8.09721								
Mobile Communication Enterprise Business	ＮＥＣ情報システムズ	日本アビオニクス	3.33		12.8573																		
ZESTY久が原	Unnamed Buyer	平和不動産リート投資法人	3.33		53.5751																		
リョーショクリカー	三菱食品		3.33			147.355		74.2168		98.9161		67.0588	0.000954519	247.5	3.58509								
瀧本	ディー・エヌ・エー		3.33			212.198		84.76		98.9167		12.5263	2.39926	44.013	1.44202								
土地及び建物/福岡県北九州市小倉北区	Unnamed Buyer	ＡＰＡＭＡＮ	3.33		7.79181																		
仙台メール	トスネット		3.33			4.00634		77.9331		99.0128		22.3022	2.12795	48.4914	1.49407								
介護記録システム事業	フリービット	ティアック	3.33		4.79202	32.0718		90.7393		97.0733		39.9248	1.26698	260.324	4.60229								
伊豆スカイラインカントリー	エコナックホールディングス	ｲﾄｳｷﾞﾝｲﾝﾍﾞｽﾀｰｽﾞﾊｳｽ	3.33			-1.67664				107.786		6.98583	3.19123	45.6233	1.39614								
日発精密工業	日本発条		3.33	7.37		98.6987		58.461		98.9634		34.7157	0.407505	91.8311	1.97013			106.24					
Land in Kyoto	Shikishima Jyutaku Co Ltd	日産車体	3.32		4.55619																		
サテラ永山	Unnamed Buyer	大和証券リビング投資法人	3.32		72.2555																		
Fukuda KK	長野計器		3.32			13.6066		50.8961		90.8568		30.2853	0.524034	100.979	2.01123								
